,Tanggal_Penerbangan,Hari,Maskapai,Nomor_Penerbangan,Bandara_Asal,Kode_IATA_Asal,Bandara_Tujuan,Kode_IATA_Tujuan,Jadwal_Keberangkatan,Jadwal_Kedatangan,Kota_tujuan,Deskripsi_tujuan,Suhu_Celcius_tujuan,Kelembaban_%_tujuan,Tekanan_hPa_tujuan,Kecepatan_Angin_m/s_tujuan,Kecepatan_Angin_km_jam_tujuan,Kota_Asal,Rute,Durasi_Actual,Durasi_Normal,Keterlambatan_Kedatangan
112,2025-07-28,Senin,Batik Air,ID6296,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 16:50:00,2025-07-28 20:10:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
113,2025-07-28,Senin,Garuda Indonesia,GA328,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 18:30:00,2025-07-28 20:10:00,Surabaya,gerimis,30.5,79,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
114,2025-07-28,Senin,Garuda Indonesia,GA616,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 16:45:00,2025-07-28 20:20:00,Makassar,berawan,24.6,66,1010,4.3,15.48,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
115,2025-07-28,Senin,Batik Air,ID6594,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 19:00:00,2025-07-28 20:25:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
116,2025-07-28,Senin,Batik Air,ID6588,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 20:00:00,2025-07-28 21:25:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
117,2025-07-28,Senin,Citilink,QG720,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 20:00:00,2025-07-28 21:30:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
118,2025-07-28,Senin,Garuda Indonesia,GA426,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 18:30:00,2025-07-28 21:30:00,Denpasar,berawan,32.0,84,1009,1.6,5.760000000000001,Jakarta,Jakarta-Denpasar,180.0,,
119,2025-07-28,Senin,Citilink,QG726,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 20:00:00,2025-07-28 21:35:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
120,2025-07-28,Senin,Batik Air,ID6142,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 18:30:00,2025-07-28 21:50:00,Makassar,gerimis,27.4,63,1008,3.1,11.16,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
121,2025-07-28,Senin,Citilink,QG442,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 20:40:00,2025-07-28 22:05:00,Makassar,gerimis,27.4,63,1008,3.1,11.16,Jakarta,Jakarta-Makassar,85.0,200.0,-115.0
122,2025-07-28,Senin,AirAsia,AK810,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 19:30:00,2025-07-28 22:20:00,Denpasar,gerimis,31.5,81,1005,4.7,16.92,Jakarta,Jakarta-Denpasar,170.0,,
123,2025-07-28,Senin,Citilink,QG660,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 19:25:00,2025-07-28 22:20:00,Denpasar,gerimis,31.5,81,1005,4.7,16.92,Jakarta,Jakarta-Denpasar,175.0,,
124,2025-07-28,Senin,TransNusa,8B5110,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 20:10:00,2025-07-28 23:00:00,Denpasar,gerimis,31.5,81,1005,4.7,16.92,Jakarta,Jakarta-Denpasar,170.0,,
125,2025-07-28,Senin,Lion Air,JT798,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 20:00:00,2025-07-28 23:20:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
126,2025-07-28,Senin,Lion Air,JT938,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 20:00:00,2025-07-28 23:20:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
127,2025-07-28,Senin,Lion Air,JT123,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 20:00:00,2025-07-28 23:20:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
128,2025-07-28,Senin,Garuda Indonesia,GA618,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 20:15:00,2025-07-28 23:50:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
129,2025-07-28,Senin,Super Air Jet,IU244,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 21:00:00,2025-07-29 00:20:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
130,2025-07-28,Senin,Citilink,QG250,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 21:30:00,2025-07-29 00:55:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
131,2025-07-28,Senin,Lion Air,JT984,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 22:00:00,2025-07-29 01:20:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
132,2025-07-28,Senin,Lion Air,JT948,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 22:00:00,2025-07-29 01:20:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
133,2025-07-28,Senin,Lion Air,JT888,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 22:00:00,2025-07-29 01:20:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
134,2025-07-28,Senin,Lion Air,JT371,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 22:00:00,2025-07-29 01:20:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
135,2025-07-28,Senin,Sriwijaya Air,SJ598,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 22:15:00,2025-07-29 01:40:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
136,2025-07-28,Senin,Batik Air,ID6164,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 23:00:00,2025-07-29 02:20:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
137,2025-07-28,Senin,Batik Air,ID6192,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 23:00:00,2025-07-29 02:20:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
138,2025-07-28,Senin,Batik Air,ID6182,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 23:00:00,2025-07-29 02:20:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
139,2025-07-28,Senin,Pelita Air,IP500,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 23:45:00,2025-07-29 03:10:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
140,2025-07-29,Selasa,Batik Air,ID6288,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 00:10:00,2025-07-29 03:30:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
141,2025-07-29,Selasa,Sriwijaya Air,SJ592,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 00:30:00,2025-07-29 03:55:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
142,2025-07-29,Selasa,Citilink,QG346,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 01:10:00,2025-07-29 04:30:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
143,2025-07-29,Selasa,Lion Air,JT3896,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 01:30:00,2025-07-29 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
144,2025-07-29,Selasa,Lion Air,JT898,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 01:30:00,2025-07-29 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
145,2025-07-29,Selasa,Lion Air,JT986,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 01:30:00,2025-07-29 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
146,2025-07-29,Selasa,Lion Air,JT748,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 03:30:00,2025-07-29 04:55:00,Surabaya,badai petir,31.0,84,1007,3.1,11.16,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
147,2025-07-29,Selasa,Lion Air,JT690,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 03:30:00,2025-07-29 04:55:00,Surabaya,badai petir,31.0,84,1007,3.1,11.16,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
148,2025-07-29,Selasa,Garuda Indonesia,GA604,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 01:35:00,2025-07-29 05:10:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
149,2025-07-29,Selasa,Batik Air,ID6264,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 02:20:00,2025-07-29 05:40:00,Makassar,berkabut,33.3,83,1013,2.9,10.44,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
150,2025-07-29,Selasa,Batik Air,ID6751,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 02:20:00,2025-07-29 05:45:00,Makassar,berkabut,33.3,83,1013,2.9,10.44,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
151,2025-07-29,Selasa,Batik Air,ID6370,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 04:40:00,2025-07-29 06:05:00,Surabaya,badai petir,25.4,71,1011,4.5,16.2,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
152,2025-07-29,Selasa,Super Air Jet,IU814,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 05:30:00,2025-07-29 07:15:00,Padang,berkabut,26.3,87,1008,4.4,15.840000000000002,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
153,2025-07-29,Selasa,Lion Air,JT2792,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 04:00:00,2025-07-29 07:20:00,Makassar,badai petir,27.1,72,1014,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
154,2025-07-29,Selasa,Lion Air,JT1852,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 04:00:00,2025-07-29 07:20:00,Makassar,badai petir,27.1,72,1014,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
155,2025-07-29,Selasa,Lion Air,JT792,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 04:00:00,2025-07-29 07:20:00,Makassar,badai petir,27.1,72,1014,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
156,2025-07-29,Selasa,Super Air Jet,IU730,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 04:30:00,2025-07-29 07:20:00,Denpasar,cerah,24.1,89,1013,1.6,5.760000000000001,Jakarta,Jakarta-Denpasar,170.0,,
157,2025-07-29,Selasa,Garuda Indonesia,GA314,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 05:50:00,2025-07-29 07:30:00,Surabaya,cerah,31.8,80,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
158,2025-07-29,Selasa,Citilink,QG712,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 05:55:00,2025-07-29 07:35:00,Surabaya,cerah,31.8,80,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
159,2025-07-29,Selasa,Batik Air,ID6572,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 06:15:00,2025-07-29 07:40:00,Surabaya,cerah,31.8,80,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
160,2025-07-29,Selasa,Pelita Air,IP350,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 06:10:00,2025-07-29 07:55:00,Padang,berkabut,26.3,87,1008,4.4,15.840000000000002,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
161,2025-07-29,Selasa,Citilink,QG680,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 05:05:00,2025-07-29 08:00:00,Denpasar,cerah,24.1,89,1013,1.6,5.760000000000001,Jakarta,Jakarta-Denpasar,175.0,,
162,2025-07-29,Selasa,Super Air Jet,IU908,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 06:30:00,2025-07-29 08:15:00,Padang,berkabut,26.3,87,1008,4.4,15.840000000000002,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
163,2025-07-29,Selasa,Nam Air,IN282,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 05:30:00,2025-07-29 08:20:00,Denpasar,cerah,28.2,80,1012,4.9,17.64,Jakarta,Jakarta-Denpasar,170.0,,
164,2025-07-29,Selasa,Garuda Indonesia,GA304,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 06:50:00,2025-07-29 08:25:00,Surabaya,badai petir,29.2,63,1008,1.3,4.680000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
165,2025-07-29,Selasa,Pelita Air,IP200,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 06:55:00,2025-07-29 08:30:00,Surabaya,badai petir,29.2,63,1008,1.3,4.680000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
166,2025-07-29,Selasa,Citilink,QG952,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 07:00:00,2025-07-29 08:55:00,Padang,hujan ringan,32.2,61,1007,3.3,11.879999999999999,Jakarta,Jakarta-Padang,115.0,110.0,5.0
167,2025-07-29,Selasa,AirAsia,AK802,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 06:20:00,2025-07-29 09:10:00,Denpasar,cerah,28.2,80,1012,4.9,17.64,Jakarta,Jakarta-Denpasar,170.0,,
168,2025-07-29,Selasa,Batik Air,ID6236,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 06:00:00,2025-07-29 09:20:00,Makassar,hujan ringan,34.0,69,1015,1.9,6.84,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
169,2025-07-29,Selasa,Batik Air,ID6554,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 06:00:00,2025-07-29 09:20:00,Makassar,hujan ringan,34.0,69,1015,1.9,6.84,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
170,2025-07-29,Selasa,Super Air Jet,IU756,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 06:30:00,2025-07-29 09:20:00,Denpasar,cerah,28.2,80,1012,4.9,17.64,Jakarta,Jakarta-Denpasar,170.0,,
171,2025-07-29,Selasa,Super Air Jet,IU812,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 07:40:00,2025-07-29 09:25:00,Padang,hujan ringan,32.2,61,1007,3.3,11.879999999999999,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
172,2025-07-29,Selasa,TransNusa,8B5104,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 06:45:00,2025-07-29 09:30:00,Denpasar,cerah,28.2,80,1012,4.9,17.64,Jakarta,Jakarta-Denpasar,165.0,,
173,2025-07-29,Selasa,Batik Air,ID6584,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 08:10:00,2025-07-29 09:35:00,Surabaya,badai petir,29.2,63,1008,1.3,4.680000000000001,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
174,2025-07-29,Selasa,Pelita Air,IP210,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 08:25:00,2025-07-29 09:55:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
175,2025-07-29,Selasa,Garuda Indonesia,GA402,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 07:05:00,2025-07-29 10:10:00,Denpasar,hujan ringan,28.0,63,1008,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,185.0,,
176,2025-07-29,Selasa,Garuda Indonesia,GA322,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 08:45:00,2025-07-29 10:25:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
177,2025-07-29,Selasa,Lion Air,JT241,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 09:00:00,2025-07-29 10:25:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
178,2025-07-29,Selasa,Lion Air,JT694,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 09:00:00,2025-07-29 10:25:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
179,2025-07-29,Selasa,Super Air Jet,IU740,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 07:40:00,2025-07-29 10:30:00,Denpasar,hujan ringan,28.0,63,1008,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,170.0,,
180,2025-07-29,Selasa,Citilink,QG682,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 08:00:00,2025-07-29 10:55:00,Denpasar,hujan ringan,28.0,63,1008,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,175.0,,
181,2025-07-29,Selasa,Garuda Indonesia,GA148,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 09:25:00,2025-07-29 11:15:00,Padang,berkabut,26.9,66,1014,3.1,11.16,Jakarta,Jakarta-Padang,110.0,110.0,0.0
182,2025-07-29,Selasa,Lion Air,JT992,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 08:00:00,2025-07-29 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
183,2025-07-29,Selasa,Lion Air,JT854,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 08:00:00,2025-07-29 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
184,2025-07-29,Selasa,Lion Air,JT1994,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 08:00:00,2025-07-29 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
185,2025-07-29,Selasa,Lion Air,JT2778,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 08:00:00,2025-07-29 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
186,2025-07-29,Selasa,Lion Air,JT892,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 08:00:00,2025-07-29 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
187,2025-07-29,Selasa,Super Air Jet,IU902,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 09:40:00,2025-07-29 11:25:00,Padang,berawan,30.9,80,1009,4.9,17.64,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
188,2025-07-29,Selasa,Batik Air,ID6582,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 10:15:00,2025-07-29 11:40:00,Surabaya,berawan,26.3,71,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
189,2025-07-29,Selasa,Pelita Air,IP102,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 09:10:00,2025-07-29 12:00:00,Denpasar,gerimis,28.0,90,1013,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,170.0,,
190,2025-07-29,Selasa,AirAsia,AK804,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 09:15:00,2025-07-29 12:15:00,Denpasar,gerimis,28.0,90,1013,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,180.0,,
191,2025-07-29,Selasa,Pelita Air,IP204,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 10:40:00,2025-07-29 12:15:00,Surabaya,berawan,26.3,71,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
192,2025-07-29,Selasa,Batik Air,ID6762,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 09:10:00,2025-07-29 12:30:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
193,2025-07-29,Selasa,Super Air Jet,IU752,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 09:40:00,2025-07-29 12:30:00,Denpasar,gerimis,28.0,90,1013,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,170.0,,
194,2025-07-29,Selasa,Batik Air,ID6292,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 09:10:00,2025-07-29 12:30:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
195,2025-07-29,Selasa,Batik Air,ID6899,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 11:10:00,2025-07-29 12:35:00,Surabaya,berawan,26.3,71,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
196,2025-07-29,Selasa,Garuda Indonesia,GA404,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 09:40:00,2025-07-29 12:35:00,Denpasar,gerimis,28.0,90,1013,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,175.0,,
197,2025-07-29,Selasa,Garuda Indonesia,GA608,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 09:10:00,2025-07-29 12:45:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
198,2025-07-29,Selasa,Lion Air,JT774,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 10:00:00,2025-07-29 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
199,2025-07-29,Selasa,Lion Air,JT1740,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 10:00:00,2025-07-29 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
200,2025-07-29,Selasa,TransNusa,8B5106,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 10:30:00,2025-07-29 13:20:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,170.0,,
201,2025-07-29,Selasa,Lion Air,JT1774,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 10:00:00,2025-07-29 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
202,2025-07-29,Selasa,Citilink,QG686,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 10:30:00,2025-07-29 13:25:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,175.0,,
203,2025-07-29,Selasa,Super Air Jet,IU734,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 10:40:00,2025-07-29 13:30:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,170.0,,
204,2025-07-29,Selasa,Pelita Air,IP354,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 12:00:00,2025-07-29 13:45:00,Padang,berawan,31.9,76,1010,1.2,4.32,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
205,2025-07-29,Selasa,Garuda Indonesia,GA312,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 12:15:00,2025-07-29 13:55:00,Surabaya,gerimis,31.0,88,1010,1.1,3.9600000000000004,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
206,2025-07-29,Selasa,Pelita Air,IP208,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 12:35:00,2025-07-29 14:10:00,Surabaya,gerimis,31.0,88,1010,1.1,3.9600000000000004,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
207,2025-07-29,Selasa,Lion Air,JT22,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 11:20:00,2025-07-29 14:10:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,170.0,,
208,2025-07-29,Selasa,Super Air Jet,IU810,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 12:35:00,2025-07-29 14:20:00,Padang,berawan,29.7,87,1012,3.7,13.32,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
209,2025-07-29,Selasa,Batik Air,ID6863,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 13:05:00,2025-07-29 14:30:00,Surabaya,badai petir,27.7,64,1015,4.4,15.840000000000002,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
210,2025-07-29,Selasa,Batik Air,ID6406,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 13:05:00,2025-07-29 14:30:00,Surabaya,badai petir,27.7,64,1015,4.4,15.840000000000002,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
211,2025-07-29,Selasa,Super Air Jet,IU758,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 11:40:00,2025-07-29 14:30:00,Denpasar,berawan,29.8,76,1009,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,170.0,,
212,2025-07-29,Selasa,Garuda Indonesia,GA408,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 11:40:00,2025-07-29 14:40:00,Denpasar,berawan,29.8,76,1009,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,180.0,,
